gene_id,ERR4198627,ERR4198629,ERR4198630,ERR4198632,ERR4198634,ERR4198636,ERR4198638,ERR4198640,ERR4198642
ENSG00000264399.1|MIR4736,0,0,0,0,1,1,0,0,0
ENSG00000108375.13|RNF43,840,183,343,37,9,571,233,49,89
ENSG00000264672.6|SEPTIN4-AS1,5,0,0,3,0,11,0,3,3
ENSG00000108387.16|SEPTIN4,527,148,154,117,116,660,184,345,525
ENSG00000121101.16|TEX14,83,35,117,141,54,538,62,178,42
ENSG00000206917.1|RNU1-52P,0,0,0,1,1,2,0,0,0
ENSG00000108384.15|RAD51C,1990,921,1699,558,384,1541,258,222,362
ENSG00000276601.1|Metazoa_SRP,0,0,0,0,0,0,0,1,0
ENSG00000108395.14|TRIM37,6553,3186,3881,1640,1786,6117,1864,1768,4077
ENSG00000266537.1|SPDYE22P,0,0,0,5,0,13,0,0,8
ENSG00000167447.13|SMG8,5476,2088,3307,1296,1374,5084,660,757,1301
ENSG00000153982.11|GDPD1,761,671,842,512,563,1729,447,537,815
ENSG00000266002.1|ENSG00000266002,0,0,0,0,0,0,0,0,0
ENSG00000265313.7|LINC01476,3,0,1,5,0,13,0,0,2
ENSG00000108406.10|DHX40,18199,8147,11604,4518,5550,13779,1501,1554,2603
ENSG00000141367.12|CLTC,78775,36497,40661,17789,17125,61198,15379,13323,28204
ENSG00000141378.15|PTRH2,971,418,768,316,295,1429,211,555,358
ENSG00000062716.13|VMP1,6740,2878,5008,3323,1987,6797,1141,1777,2140
ENSG00000267637.1|ENSG00000267637,0,0,0,1,0,2,1,7,1
ENSG00000108423.15|TUBD1,2020,759,1126,326,235,864,111,134,96
ENSG00000108443.14|RPS6KB1,3146,1815,2862,1366,1328,3816,659,1288,1248
ENSG00000267318.1|ENSG00000267318,0,0,0,0,0,0,0,0,0
ENSG00000189050.16|RNFT1,667,462,828,324,266,841,162,205,235
ENSG00000267302.5|RNFT1-DT,17,12,18,16,14,52,9,12,14
ENSG00000265206.5|ENSG00000265206,3,0,2,9,0,16,5,0,5
ENSG00000213246.7|SUPT4H1,6670,2094,3926,1409,1655,5273,748,479,1204
ENSG00000285897.1|ENSG00000285897,69,37,51,25,16,162,13,23,18
ENSG00000176160.11|HSF5,11,2,6,5,3,20,13,11,15
ENSG00000266648.1|SETP3,28,23,32,11,10,24,2,5,4
ENSG00000108389.10|MTMR4,16575,7351,7745,3392,4318,14249,2753,4960,6556
ENSG00000289147.1|ENSG00000289147,30,19,32,11,12,90,9,9,12
ENSG00000212195.2|U3,272,225,137,209,132,1335,38,22,103
ENSG00000288943.1|ENSG00000288943,84,43,72,53,41,270,16,12,16
ENSG00000266826.2|IGBP1P2,3,2,0,0,0,6,0,0,0
ENSG00000199426.1|RNU1-108P,1,0,0,0,0,1,0,0,0
ENSG00000266561.2|ENSG00000266561,1,0,0,2,0,2,1,0,0
ENSG00000200997.1|RNVU1-34,15,12,2,2,20,33,0,1,2
ENSG00000274198.1|ENSG00000274198,1,0,0,0,0,3,0,0,0
ENSG00000175175.6|PPM1E,4745,2074,2615,1298,1285,4422,1203,2123,4013
ENSG00000251865.1|RNU6-518P,2,0,0,0,1,2,0,13,1
ENSG00000241462.1|ENSG00000241462,3,2,0,4,3,9,0,16,2
ENSG00000275680.1|Metazoa_SRP,3,1,0,2,0,6,1,11,1
ENSG00000263938.1|ENSG00000263938,1,4,5,4,2,15,3,30,3
ENSG00000263558.2|RN7SL716P,1,0,1,0,0,1,0,0,0
ENSG00000224738.2|ENSG00000224738,61,20,42,25,25,77,7,15,19
ENSG00000182628.13|SKA2,6567,4538,7622,1842,2431,6520,1287,1220,2345
ENSG00000252212.1|RNU2-58P,4,3,1,3,2,5,1,12,2
ENSG00000211514.1|MIR454,5,6,3,2,2,7,0,4,0
ENSG00000207996.1|MIR301A,1,1,2,2,1,4,1,1,1
ENSG00000068489.13|PRR11,9654,4315,4770,918,1016,3334,194,233,254
ENSG00000265303.1|ENSG00000265303,1,0,1,0,0,1,0,0,0
ENSG00000265415.1|ENSG00000265415,1,1,1,0,0,1,0,0,0
ENSG00000207235.1|Y_RNA,1,1,1,0,0,0,0,2,1
ENSG00000271063.1|SNRPGP17,1,2,0,0,1,3,0,6,0
ENSG00000175155.11|YPEL2,2969,902,755,378,402,1257,174,264,371
ENSG00000278863.1|ENSG00000278863,5,2,2,6,3,13,4,5,2
ENSG00000263857.1|MIR4729,2,2,1,1,0,1,0,0,0
ENSG00000200889.1|RNU4-13P,1,0,0,0,0,2,0,0,0
ENSG00000273702.1|ENSG00000273702,222,69,153,111,107,373,35,71,77
ENSG00000284190.1|MIR21,1,1,1,1,1,1,1,1,1
ENSG00000201524.1|RNU6-450P,1,0,0,0,0,0,0,0,0
ENSG00000270264.1|NDUFB8P2,13,3,7,7,2,13,1,7,2
ENSG00000241913.1|RPS29P21,7,3,2,3,0,8,0,6,0
ENSG00000267104.2|TBC1D3P1-DHX40P1,15,4,27,2,2,2,10,0,20
ENSG00000266992.1|DHX40P1,1845,889,1089,431,608,1311,116,138,224
ENSG00000238283.3|TBC1D3P1,3,2,3,0,1,5,0,5,0
ENSG00000068097.16|HEATR6,6749,3031,3293,1014,1374,3791,715,1053,1188
ENSG00000261040.8|WFDC21P,5,0,4,17,0,31,0,0,0
ENSG00000267295.1|ENSG00000267295,0,0,0,0,4,11,0,6,0
ENSG00000267248.4|ENSG00000267248,174,38,85,50,27,281,50,71,47
ENSG00000277532.1|ENSG00000277532,0,0,0,0,0,0,0,0,0
ENSG00000267095.1|ENSG00000267095,0,0,0,3,0,2,0,3,1
ENSG00000167434.10|CA4,17,14,11,4,0,28,0,0,12
ENSG00000170832.13|USP32,5924,2719,3150,1993,2074,6673,1755,2380,3886
ENSG00000275562.1|SEPTIN7P12,0,0,0,0,0,2,0,0,0
ENSG00000271626.1|H3P42,0,0,0,0,0,0,0,0,0
ENSG00000141371.13|C17orf64,6,7,9,0,1,6,0,0,2
ENSG00000267678.1|ENSG00000267678,0,0,0,0,0,0,0,0,0
ENSG00000267772.1|LINC01999,0,0,0,0,0,0,0,0,0
ENSG00000266943.1|RPSAP66,0,0,0,0,0,3,0,0,0
ENSG00000170836.13|PPM1D,5852,1936,4800,2950,1392,7217,1063,697,1219
ENSG00000200013.1|RNU6-623P,0,0,0,0,0,1,0,0,0
ENSG00000141376.23|BCAS3,4336,1472,1549,738,1130,3496,364,962,725
ENSG00000252534.1|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000267449.1|ENSG00000267449,0,4,0,2,0,3,0,0,2
ENSG00000286997.1|ENSG00000286997,0,0,0,1,3,0,0,0,2
ENSG00000273982.1|ENSG00000273982,0,0,0,1,0,0,0,0,0
ENSG00000267280.6|TBX2-AS1,65,0,19,0,0,0,0,0,0
ENSG00000121068.14|TBX2,791,23,264,11,17,101,0,8,19
ENSG00000264049.1|MIR4737,1,1,1,1,1,1,1,1,1
ENSG00000267526.1|ENSG00000267526,13,16,10,6,5,11,5,47,0
ENSG00000267416.2|HEATR6-DT,19,11,6,8,3,81,6,22,3
ENSG00000280852.2|ENSG00000280852,589,279,664,147,136,667,116,71,424
ENSG00000286435.1|ENSG00000286435,7,0,0,0,5,25,0,0,4
ENSG00000252577.1|SCARNA20,25,9,6,14,3,51,2,2,0
ENSG00000241157.1|RPL32P32,10,6,3,3,1,6,0,9,2
ENSG00000213228.5|RPL12P38,468,104,142,88,72,214,21,19,28
ENSG00000062725.10|APPBP2,10030,5098,7657,3392,2854,8867,2454,2543,3986
ENSG00000270553.1|ENSG00000270553,4,0,0,1,1,2,0,0,0
ENSG00000259349.3|APPBP2-DT,31,26,48,26,14,93,8,14,4
ENSG00000239932.3|RN7SL606P,4,2,3,3,2,4,1,3,1
ENSG00000224011.1|ENSG00000224011,6,1,0,4,1,5,0,1,3
ENSG00000267083.1|KRT18P61,1,2,5,1,4,26,0,27,2
ENSG00000254114.1|HMGN1P28,3,2,2,0,0,6,0,3,0
ENSG00000264322.2|RN7SL448P,25,1,3,2,4,3,1,5,0
ENSG00000267207.1|ENSG00000267207,2,1,1,0,0,2,0,1,2
ENSG00000227694.1|RPL23AP74,1654,265,479,204,187,618,42,55,65
ENSG00000267131.1|ENSG00000267131,2,0,0,0,0,1,0,0,0
ENSG00000266934.1|ENSG00000266934,9,7,6,7,4,23,2,16,3
ENSG00000187013.4|LINC02875,18,3,3,6,2,50,0,2,0
ENSG00000121075.11|TBX4,18,0,9,5,0,17,0,0,5
ENSG00000267137.1|ENSG00000267137,0,0,0,0,0,0,0,0,0
ENSG00000253506.3|NACA2,86,42,57,20,24,50,3,6,7
ENSG00000136492.10|BRIP1,4051,3117,4509,603,551,2465,137,257,183
ENSG00000108506.13|INTS2,4727,2163,3008,1070,869,4006,462,788,737
ENSG00000202361.1|Y_RNA,3,0,0,2,1,2,0,1,0
ENSG00000173826.15|KCNH6,85,7,0,3,5,49,0,5,9
ENSG00000265702.2|ENSG00000265702,50,23,10,16,21,42,0,17,2
ENSG00000173838.12|MARCHF10,15,11,14,5,4,56,0,6,0
ENSG00000287457.1|ENSG00000287457,0,0,0,0,0,0,0,0,0
ENSG00000265000.1|MARCHF10-DT,0,0,0,4,0,0,0,0,0
ENSG00000264907.1|PRELID3BP3,0,0,0,0,0,0,0,0,2
ENSG00000283538.3|ENSG00000283538,12,6,21,13,12,73,7,37,33
ENSG00000207552.1|MIR633,0,0,0,1,0,0,0,0,0
ENSG00000270324.1|ENSG00000270324,0,0,1,0,0,0,0,0,0
ENSG00000272164.1|ENSG00000272164,0,0,0,1,0,0,2,0,0
ENSG00000272383.1|ENSG00000272383,0,0,0,3,0,0,0,0,2
ENSG00000264513.1|ENSG00000264513,0,1,0,0,0,0,0,0,1
ENSG00000233635.2|ENSG00000233635,0,0,0,0,0,0,0,0,2
ENSG00000263501.1|ENSG00000263501,0,0,0,0,0,0,0,1,0
ENSG00000271919.1|ENSG00000271919,0,0,0,3,0,0,2,0,3
ENSG00000226797.2|ENSG00000226797,0,0,0,0,0,0,1,5,1
ENSG00000263644.1|ENSG00000263644,0,0,0,1,0,0,1,0,1
ENSG00000008283.16|CYB561,1174,616,577,234,190,1389,322,407,991
ENSG00000265971.1|ENSG00000265971,0,0,0,0,0,0,0,0,0
ENSG00000159640.17|ACE,45,47,32,38,14,291,2,73,50
ENSG00000264813.6|ENSG00000264813,0,0,0,2,0,7,0,0,3
ENSG00000224353.2|ACE3P,0,0,0,1,0,0,0,0,0
ENSG00000265262.1|TRMT112P3,2,0,0,0,2,15,2,4,3
ENSG00000170921.16|TANC2,9378,4420,2951,1925,2219,8564,1623,7603,6210
ENSG00000264529.1|DNAJB6P8,5,4,1,4,3,13,0,20,2
ENSG00000271749.1|ENSG00000271749,4,4,3,2,3,5,1,14,3
ENSG00000265282.1|ENSG00000265282,2,0,3,3,0,0,2,9,3
ENSG00000228979.4|PPIAP55,3,3,3,2,0,3,0,0,1
ENSG00000285879.1|ENSG00000285879,0,0,0,0,0,0,0,0,0
ENSG00000200842.1|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000207123.1|Y_RNA,0,0,0,1,0,0,0,0,0
ENSG00000266647.1|ENSG00000266647,0,0,0,0,0,0,0,0,0
ENSG00000188755.10|TBC1D3P2,5,2,0,0,0,5,0,0,0
ENSG00000242123.1|ENSG00000242123,0,0,0,0,0,0,0,0,0
ENSG00000172421.10|EFCAB3,4,0,3,5,1,2,1,1,2
ENSG00000251981.1|RNU7-52P,0,0,0,0,0,0,0,0,0
ENSG00000146872.19|TLK2,9769,3863,6162,2146,2336,6331,965,1775,1841
ENSG00000207382.1|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000011028.14|MRC2,14979,5755,4595,3371,3740,8447,586,2160,614
ENSG00000279713.1|ENSG00000279713,0,0,0,9,0,20,0,0,0
ENSG00000199697.1|RNU6-446P,0,1,3,2,1,2,1,1,0
ENSG00000108510.10|MED13,17961,8689,11786,5526,4648,19502,4167,4961,6517
ENSG00000279133.1|ENSG00000279133,339,441,521,231,280,685,83,647,215
ENSG00000242398.3|RN7SL800P,2,1,1,1,1,1,1,1,1
ENSG00000289293.1|ENSG00000289293,791,254,235,165,148,943,67,118,67
ENSG00000266066.1|POLRMTP1,271,98,63,30,40,140,10,16,10
ENSG00000266365.1|ENSG00000266365,41,17,31,0,0,33,0,15,12
ENSG00000263887.7|ENSG00000263887,413,175,214,114,121,401,110,169,261
ENSG00000239809.1|ENSG00000239809,1,0,0,0,0,2,0,0,2
ENSG00000239527.1|RPS23P7,10,2,1,0,2,2,1,0,0
ENSG00000087995.16|METTL2A,5174,2405,4335,1144,1133,4336,813,874,1530
ENSG00000239246.3|ENSG00000239246,2243,603,928,356,430,1217,83,57,104
ENSG00000264546.1|ENSG00000264546,25,13,17,12,8,61,5,47,6
ENSG00000277463.1|ENSG00000277463,12,6,6,2,4,18,2,9,0
ENSG00000274565.1|ENSG00000274565,107,26,67,49,38,194,6,23,5
ENSG00000136485.16|DCAF7,35858,13206,15129,5285,6101,24352,4177,4832,7129
ENSG00000200560.1|RNU6-288P,0,0,0,0,0,0,0,0,0
ENSG00000270587.1|FAM136DP,0,0,0,0,0,10,0,0,2
ENSG00000288894.1|ENSG00000288894,2,4,0,0,0,6,2,5,1
ENSG00000136463.9|TACO1,1464,611,905,326,369,1271,213,320,366
ENSG00000259384.7|GH1,4,0,2,3,0,4,0,0,0
ENSG00000007312.13|CD79B,60,6,9,3,3,14,0,0,0
ENSG00000285947.1|ENSG00000285947,19,0,2,0,0,8,0,0,0
ENSG00000007314.12|SCN4A,143,185,148,6,37,40,2,2,20
ENSG00000264954.2|PRR29-AS1,3,0,5,5,5,11,2,5,14
ENSG00000224383.8|PRR29,206,206,88,29,101,531,63,103,67
ENSG00000108622.11|ICAM2,0,2,0,3,0,8,0,0,11
ENSG00000178607.17|ERN1,1164,574,695,590,426,2018,264,594,496
ENSG00000286629.1|ENSG00000286629,0,0,0,3,0,0,0,0,0
ENSG00000198909.8|MAP3K3,3268,1212,1521,617,728,3070,265,437,505
ENSG00000266173.7|STRADA,4410,1457,1814,631,702,3385,574,1223,777
ENSG00000125695.12|ENSG00000125695,0,0,0,0,0,0,0,0,0
ENSG00000108588.15|CCDC47,5203,2590,4404,2268,2062,6478,682,1456,1171
ENSG00000198231.14|DDX42,6919,5077,7338,2591,3436,10090,1599,3413,2489
ENSG00000108592.17|FTSJ3,5309,2336,3365,978,1146,4224,471,601,784
ENSG00000087191.13|PSMC5,4857,1553,2892,978,866,3971,612,1005,1005
ENSG00000108604.17|SMARCD2,5671,1588,1596,420,473,2151,111,243,231
ENSG00000240280.7|TCAM1P,0,0,0,5,0,3,0,0,4
ENSG00000263883.1|EEF1DP7,4,6,5,4,4,23,3,11,3
ENSG00000136490.9|LIMD2,4622,1156,2000,607,1011,3169,220,476,186
ENSG00000279369.1|ENSG00000279369,321,124,203,73,99,470,36,73,78
ENSG00000136478.9|TEX2,2909,844,1496,569,663,2639,1002,1628,2031
ENSG00000266402.4|SNHG25,373,108,127,70,67,397,23,17,22
ENSG00000199753.1|SNORD104,50,25,15,12,9,112,9,4,3
ENSG00000281311.1|ENSG00000281311,1,1,1,1,1,1,1,2,1
ENSG00000277887.1|SNORA50C,1,1,1,1,1,1,1,1,1
ENSG00000108370.17|RGS9,558,194,211,57,208,368,150,507,348
ENSG00000265883.1|ENSG00000265883,0,0,0,0,0,0,0,0,0
ENSG00000261371.6|PECAM1,0,0,0,5,6,38,1,8,6
ENSG00000239823.2|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000265031.1|ENSG00000265031,0,0,0,0,0,0,1,0,0
ENSG00000271605.6|MILR1,0,0,0,0,0,0,0,0,0
ENSG00000256525.8|POLG2,996,432,463,288,275,1041,153,275,143
ENSG00000256826.1|ATP5MFP4,0,0,0,1,0,0,0,0,2
ENSG00000108654.16|DDX5,62635,29003,51838,17648,16309,54089,9078,16377,14294
ENSG00000271779.1|ENSG00000271779,0,0,0,0,0,0,0,0,0
ENSG00000266820.1|KPNA2P3,0,0,0,0,0,0,0,0,0
ENSG00000278581.1|MIR6080,0,0,0,0,0,1,0,0,0
ENSG00000214176.10|PLEKHM1P1,1228,417,451,298,348,2018,185,897,315
ENSG00000176809.11|LRRC37A3,872,491,892,307,190,1260,306,675,941
ENSG00000264057.1|ENSG00000264057,0,0,13,0,0,42,0,9,17
ENSG00000266155.2|ENSG00000266155,0,0,0,0,2,0,0,4,0
ENSG00000280299.1|ENSG00000280299,0,0,1,0,1,0,0,0,0
ENSG00000272346.2|ENSG00000272346,0,0,0,0,0,0,0,0,0
ENSG00000265912.1|ENSG00000265912,0,0,2,0,0,8,0,3,3
ENSG00000272006.1|ENSG00000272006,0,0,1,0,0,2,1,2,0
ENSG00000214174.9|AMZ2P1,1448,523,758,373,316,689,332,363,447
ENSG00000266598.1|ENSG00000266598,0,0,0,0,0,0,0,0,0
ENSG00000284564.1|MIR3064,1,1,1,1,1,1,1,1,1
ENSG00000284368.1|MIR5047,1,1,0,1,1,1,1,0,1
ENSG00000258890.8|CEP95,4889,2046,3851,1405,1394,5174,611,1799,1011
ENSG00000108854.16|SMURF2,6799,2893,4595,2039,1842,5207,945,1408,1776
ENSG00000270714.1|MICOS10P2,4,1,6,2,2,6,2,3,3
ENSG00000215769.8|ARHGAP27P1-BPTFP1-KPNA2P3,1174,530,695,278,233,994,123,431,233
ENSG00000265298.1|ENSG00000265298,26,7,8,7,6,26,4,12,5
ENSG00000263647.1|BPTFP1,1,1,2,1,2,4,3,2,2
ENSG00000265982.1|ENSG00000265982,4,1,0,1,1,2,0,0,0
ENSG00000284172.1|MIR4315-2,1,0,1,0,0,0,1,0,1
ENSG00000252242.1|RNU7-115P,1,1,1,0,1,0,0,1,0
ENSG00000272400.1|ENSG00000272400,1,1,1,1,1,4,0,2,1
ENSG00000264840.1|RN7SL404P,5,2,1,2,1,7,1,5,1
ENSG00000272134.1|ENSG00000272134,3,1,2,1,1,1,1,3,1
ENSG00000272220.1|ENSG00000272220,3,1,2,1,1,1,1,1,1
ENSG00000265218.1|ENSG00000265218,27,10,17,10,5,29,8,20,10
ENSG00000266644.1|ENSG00000266644,2,2,3,2,1,5,1,11,2
ENSG00000271974.1|RDM1P4,4,3,2,1,1,7,2,9,2
ENSG00000232457.4|SLC16A6P1,63,11,45,30,34,65,10,10,20
ENSG00000120063.10|GNA13,13680,6467,10270,3934,3862,10716,2581,2549,3633
ENSG00000266707.1|PSMD7P1,10,2,4,2,0,8,2,0,1
ENSG00000091583.11|APOH,33,0,0,0,0,0,0,0,0
ENSG00000263520.1|LINC02563,0,0,0,0,0,0,0,0,0
ENSG00000168646.14|AXIN2,7413,1599,5912,931,673,5465,514,635,592
ENSG00000154240.17|CEP112,1407,547,768,354,300,1283,294,579,323
ENSG00000271587.1|ENSG00000271587,0,0,0,0,0,0,0,0,0
ENSG00000270870.1|ENSG00000270870,0,0,0,0,1,0,0,0,0
ENSG00000266076.1|ENSG00000266076,13,0,30,0,0,33,0,13,0
ENSG00000264630.5|PRKCA-AS1,0,0,0,0,0,0,0,0,0
ENSG00000289587.1|ENSG00000289587,0,0,0,0,0,0,0,0,0
ENSG00000252685.1|RNU6-928P,0,0,0,0,0,0,0,3,0
ENSG00000251698.1|RNA5SP445,0,0,0,0,0,0,0,0,0
ENSG00000154229.12|PRKCA,2715,852,1358,400,828,3577,1274,2661,3185
ENSG00000244044.3|RN7SL735P,8,0,0,0,0,5,1,14,0
ENSG00000229330.2|ENSG00000229330,1,1,0,1,0,2,0,6,0
ENSG00000207943.1|MIR634,2,1,0,0,0,0,0,2,0
ENSG00000075429.9|CACNG5,711,33,93,75,77,997,119,250,604
ENSG00000264491.1|ENSG00000264491,0,0,0,0,0,0,0,0,0
ENSG00000265664.1|ENSG00000265664,0,0,0,0,0,0,0,0,0
ENSG00000075461.6|CACNG4,5772,1686,2468,956,1585,5181,1115,2031,3316
ENSG00000108878.5|CACNG1,69,15,38,3,19,24,5,8,47
ENSG00000141338.15|ABCA8,90,35,66,78,47,281,458,249,330
ENSG00000231749.3|ABCA9-AS1,0,0,0,0,0,0,0,0,0
ENSG00000154258.17|ABCA9,490,68,203,8,0,73,36,99,41
ENSG00000154262.13|ABCA6,9,9,15,22,17,50,21,124,73
ENSG00000267361.1|SEC24AP1,0,2,1,0,0,0,2,10,0
ENSG00000265331.1|MIR4524B,0,0,0,0,0,0,0,0,0
ENSG00000283385.1|MIR4524A,0,0,0,0,0,0,0,1,0
ENSG00000154263.18|ABCA10,26,24,33,19,24,83,9,222,91
ENSG00000285931.1|ENSG00000285931,0,0,0,0,0,0,0,0,0
ENSG00000154265.16|ABCA5,1535,2091,879,807,1496,2550,601,2283,1898
ENSG00000267203.1|SNRPGP4,0,0,0,0,0,0,0,0,0
ENSG00000278873.1|PRO1804,5,9,0,8,5,15,3,36,2
ENSG00000264421.1|ENSG00000264421,0,0,0,0,0,4,0,0,0
ENSG00000200619.1|RNA5SP447,0,0,0,0,0,0,0,0,0
ENSG00000207410.1|ENSG00000207410,0,0,0,0,0,0,0,0,0
ENSG00000264093.1|ENSG00000264093,0,0,0,0,0,0,0,0,0
ENSG00000197170.10|PSMD12,2630,1619,3368,1536,1192,4960,906,2016,1845
ENSG00000201547.1|Y_RNA,0,0,0,1,0,0,0,0,2
ENSG00000244610.3|RN7SL756P,0,0,0,0,0,0,0,0,0
ENSG00000154217.16|PITPNC1,1736,916,1214,591,953,2408,955,1503,2015
ENSG00000263690.2|MIR548D2,0,0,0,0,1,0,0,0,0
ENSG00000264754.1|ENSG00000264754,0,2,0,3,2,2,2,9,0
ENSG00000130935.10|NOL11,7946,3911,6816,2038,1779,5288,930,952,1461
ENSG00000266858.1|RPSAP67,0,0,0,0,0,0,0,0,0
ENSG00000266717.1|ENSG00000266717,0,0,0,0,0,45,0,0,0
ENSG00000182481.10|KPNA2,49815,21652,24752,6172,7229,17825,1151,1716,2385
ENSG00000266117.1|FBXO36P1,0,0,0,0,0,7,0,0,0
ENSG00000265055.2|ENSG00000265055,18,4,6,10,2,19,0,6,0
ENSG00000267023.5|LRRC37A16P,93,28,46,20,19,89,0,0,0
ENSG00000267352.1|SH3GL1P3,0,0,0,0,1,0,0,0,0
ENSG00000267708.1|RDM1P3,0,0,0,3,0,0,0,0,3
ENSG00000267472.1|ARHGAP27P2,0,1,0,1,0,0,0,3,1
ENSG00000196704.14|AMZ2,8613,2720,4832,1834,1566,6602,1113,887,1972
ENSG00000108932.13|SLC16A6,1546,434,1660,1080,1239,2113,275,296,493
ENSG00000141337.13|ARSG,4421,1364,2275,709,824,2612,273,639,647
ENSG00000070540.13|WIPI1,2917,621,527,335,340,1119,171,245,252
ENSG00000108946.16|PRKAR1A,29590,14070,19383,9722,9412,20987,5165,6251,12221
ENSG00000108950.12|FAM20A,55,14,49,29,47,99,0,10,17
ENSG00000267461.1|ENSG00000267461,0,0,0,0,0,0,0,0,0
ENSG00000267659.5|LINC01482,2,2,0,0,0,0,0,0,0
ENSG00000283376.1|ENSG00000283376,0,0,0,0,0,0,0,0,0
ENSG00000198265.12|HELZ,11624,5617,7411,3697,3463,13317,2989,4203,4596
ENSG00000213180.4|RPL36AP48,1,1,1,0,0,2,0,0,0
ENSG00000285877.1|ENSG00000285877,30,18,50,30,13,99,21,8,11
ENSG00000266473.1|HELZ-AS1,4,4,5,7,9,36,2,2,1
ENSG00000207688.2|MIR548AA2,1,0,0,0,0,0,1,1,0
ENSG00000279917.1|ENSG00000279917,4,3,5,9,7,11,7,25,12
ENSG00000279361.1|ENSG00000279361,7,13,2,2,0,9,2,23,5
ENSG00000288109.1|ENSG00000288109,9,0,1,0,2,0,0,0,2
ENSG00000200394.1|SNORA38B,115,37,48,68,28,108,4,16,1
ENSG00000213179.4|RPL17P41,2,3,1,2,0,5,0,0,1
ENSG00000171634.19|BPTF,23500,12240,13866,6358,6369,24405,4327,11170,9144
ENSG00000279573.1|ENSG00000279573,17,5,7,3,12,35,10,52,5
ENSG00000279880.1|ENSG00000279880,44,35,22,5,25,71,4,117,5
ENSG00000265052.2|RN7SL622P,1,0,0,0,0,1,1,0,0
ENSG00000186665.10|C17orf58,2262,699,1047,507,749,1197,126,223,465
ENSG00000237854.4|LINC00674,1793,648,1047,564,509,1830,730,957,1083
ENSG00000278730.1|ENSG00000278730,3641,1394,2206,1127,978,4133,1571,1832,2476
ENSG00000274561.1|ENSG00000274561,93,57,71,61,46,213,86,162,140
ENSG00000277476.1|ENSG00000277476,300,104,178,115,104,719,208,374,223
ENSG00000278740.1|ENSG00000278740,13,5,5,8,6,12,3,40,6
ENSG00000267731.1|ENSG00000267731,31,11,14,19,16,32,18,162,33
ENSG00000274712.2|ENSG00000274712,669,226,196,183,133,565,95,231,251
ENSG00000265100.1|ENSG00000265100,129,33,36,37,25,131,14,10,20
ENSG00000267009.6|ENSG00000267009,100,45,51,12,28,92,7,43,23
ENSG00000207561.1|MIR635,18,6,7,2,5,9,2,2,4
ENSG00000267653.1|ENSG00000267653,0,0,0,0,0,0,0,0,0
ENSG00000227517.7|LINC01483,0,7,0,0,0,5,0,14,5
ENSG00000108984.15|MAP2K6,11690,9441,4835,1370,2410,7762,988,2898,2219
ENSG00000278972.1|ENSG00000278972,17,17,20,12,5,137,5,52,5
ENSG00000267184.1|ENSG00000267184,1,0,1,0,2,0,0,0,1
ENSG00000237560.8|LINC01497,0,3,0,0,0,11,0,6,13
ENSG00000199801.1|Y_RNA,2,0,0,0,0,0,0,0,0
ENSG00000230258.6|ENSG00000230258,0,0,0,0,0,0,0,0,0
ENSG00000267603.1|LINC01028,0,0,0,0,0,0,0,2,0
ENSG00000153822.15|KCNJ16,282,92,126,2,3,18,19,75,360
ENSG00000267365.1|KCNJ2-AS1,37,15,43,33,9,124,3,8,23
ENSG00000123700.5|KCNJ2,298,193,675,237,42,850,60,85,144
ENSG00000289371.1|ENSG00000289371,3,2,7,2,2,11,0,0,5
ENSG00000271239.1|ENSG00000271239,24,5,2,0,0,7,2,0,1
ENSG00000271101.1|ENSG00000271101,0,0,0,0,0,0,2,0,6
ENSG00000260785.2|CASC17,0,0,0,5,0,0,0,5,0
ENSG00000238759.1|RNU7-155P,0,0,0,0,0,0,0,0,0
ENSG00000225818.1|ENSG00000225818,0,0,0,0,0,0,0,0,0
ENSG00000228118.3|MYL6P5,4,3,5,1,3,3,0,0,0
ENSG00000286387.1|ENSG00000286387,0,0,3,0,0,6,7,10,0
ENSG00000283517.1|ENSG00000283517,0,0,0,0,0,0,0,0,0
ENSG00000228639.8|ROCR,11,6,11,2,0,0,2,3,1
ENSG00000256124.6|LINC01152,177,85,161,24,28,29,28,0,17
ENSG00000234899.11|SOX9-AS1,504,127,109,84,75,417,163,193,161
ENSG00000226101.2|LINC02097,0,0,0,0,0,0,0,0,0
ENSG00000227036.9|LINC00511,1284,283,256,226,330,1372,306,936,739
ENSG00000264026.2|LINC02003,13,3,0,12,4,38,5,2,5
ENSG00000263680.2|ENSG00000263680,0,0,0,0,0,0,0,0,0
ENSG00000243514.2|RPL32P33,0,0,0,0,0,0,2,0,0
ENSG00000263893.2|ENSG00000263893,0,0,0,0,0,0,0,0,0
ENSG00000133195.12|SLC39A11,1116,500,446,171,210,778,129,180,221
ENSG00000264196.1|ENSG00000264196,0,0,0,0,0,0,0,0,0
ENSG00000288605.1|ENSG00000288605,8,0,7,5,1,13,2,7,12
ENSG00000125398.8|SOX9,7912,2640,2044,916,1178,5534,1648,1246,1759
ENSG00000200783.1|RN7SKP180,143,18,24,9,9,46,2,5,5
ENSG00000252274.1|ENSG00000252274,1,1,0,2,0,3,0,4,0
ENSG00000266501.1|ATG12P1,92,22,27,23,21,50,7,3,19
